LocInfo,TECHNO,LAC,CI,COORD_X,COORD_Y,LON,LAT,min_dt,max_dt,NOM_SITE
0102f810041f721c,3G,1055,29212,794379,2087251,4.835272,45.757777,2019/03/15,2019/06/22,LYON_HOTEL_DIEU
0102f810041fa14a,3G,1055,41290,795000,2087449,4.843331,45.75938,2019/03/15,2019/06/22,LYON_LIBERTE
0102f810041ff539,3G,1055,62777,795058,2087326,4.844026,45.758257,2019/03/15,2019/06/22,LYON_SEVIGNE
0102f8100708a6aa,3G,1800,42666,796187,2086845,4.858331,45.753607,2019/03/15,2019/06/22,LYN_BIR_HAKEIM
0102f81050fd7d69,3G,20733,32105,795270,2087250,4.846718,45.757513,2019/03/15,2019/06/22,LYON_MONCEY_DECI_TEST
0102f8105109005a,3G,20745,90,793122,2088725,4.819723,45.77139,2019/03/15,2019/06/22,LYON_CLOS_JOUVE
0102f8105109396f,3G,20745,14703,792854,2087022,4.815589,45.756152,2019/03/15,2019/06/22,LYON_WERNERT
8102f8100099930a,4G,1,10064650,793396,2085521,4.821941,45.742501,2019/03/15,2019/06/22,LYON_PERIER
8102f8100099ad07,4G,1,10071303,792895,2085293,4.815415,45.740593,2019/03/15,2019/06/22,LYON_CONFLUENCE
8102f81000a13305,4G,1,10564357,794153,2088112,4.83272,45.765584,2019/03/15,2019/06/22,LYN_CHAVANNE_HCL
8102f81000add503,4G,1,11392259,815955,2083485,5.110704,45.717406,2019/03/15,2019/06/22,COLOMBIER
8102f81000bad002,4G,1,12242946,793143,2089185,4.820179,45.77552,2019/03/15,2019/06/22,LYON_BONNY
0102f8100068fa92,3G,104,64146,801331,2084211,4.923291,45.728419,2019/03/15,2019/06/22,BRON_SERVICE_SANTE
0102f810041cef29,3G,1052,61225,813515,2083730,5.079495,45.720379,2019/03/15,2019/06/22,AEROPORT_ST_EXUPERY
0102f810041f1eba,3G,1055,7866,794510,2086290,4.836562,45.749098,2019/03/15,2019/06/22,LYON_CLAUDE_BERNARD
0102f810041fbfb9,3G,1055,49081,794885,2087165,4.841737,45.756859,2019/03/15,2019/06/22,LYON_FOSSES_AUX_OURS
0102f8100708092b,3G,1800,2347,795942,2087733,4.855549,45.761663,2019/03/15,2019/06/22,IN_LYON_PART_DIEU_CC
0102f81007084dfc,3G,1800,19964,796026,2087260,4.856434,45.757385,2019/03/15,2019/06/22,LYN_RANCY
8102f8100099520a,4G,1,10048010,793795,2086699,4.827545,45.75298,2019/03/15,2019/06/22,LYON_AMPERE
